charge,mass,energy,momentum,label,label_id
-1.431555985618278,0.0006348897179464059,0.4605637220804787,0.9224511519953713,Electron,0
1.0821925752459962,1.0175778408513947,0.6002970129962971,0.37070859092871045,Proton,1
0.5771514068843314,1.277931334231021,0.7602070013236518,1.0971413902189147,Neutron,2
-1.2428319248905533,0.00041025863224613564,0.9346198081638316,0.7832582654464191,Electron,0
0.9408312473638322,1.1032792712126362,0.4730814328538518,0.4038512660303472,Proton,1
0.15984107082615193,0.8413824655667838,1.1417774098570077,0.40753672467449586,Neutron,2
-1.4834134408472126,-1.5483423326929013e-05,0.6434462518893999,0.5646611581235096,Electron,0
-0.5997472131364099,1.285744606133362,-0.034458521372252915,0.8228975954668156,Proton,1
0.2308224864514596,1.2655857301699138,0.21899545557029212,0.6612557125320105,Neutron,2
-1.2636001320347834,0.0009893953117467934,0.4236736751318373,0.11676604466942687,Electron,0
0.47065686801850626,1.10443579364684,0.852388577488865,0.46434721914850785,Proton,1
0.06718728213326347,0.82067540559694,0.6779513277511885,0.7592846595900522,Neutron,2
-1.1437448350275743,0.0006785165203428301,0.30028974992318647,0.7759248261118133,Electron,0
0.43683750277043254,1.0748664088622812,0.564215824789703,0.9964249981494719,Proton,1
0.8287075651542555,0.631659341163259,0.7391183266983197,0.47152210178073506,Neutron,2
-0.8994528108082982,0.0010355095991522113,0.024126582534529067,0.7654999483411807,Electron,0
0.9599410596414788,0.9197690993406376,0.9056209190733013,1.0676341884213532,Proton,1
0.4667894534185113,1.1675112381867818,0.7541684242096733,0.4865169578865678,Neutron,2
-1.0603211827145533,0.00041850732768158546,0.4709470088593683,0.5900058186386435,Electron,0
0.9968921297583435,0.983633588247073,0.734326021676599,0.15302755353202324,Proton,1
0.11681254309120516,0.891919961283097,0.09498180825368777,0.5042565575639073,Neutron,2
-1.1675968118667603,0.0008462354558091652,0.49606897417600143,0.17002497823018586,Electron,0
0.3792813438905759,1.085129103243459,0.06551899585884612,0.38080372546037733,Proton,1
0.08680691664095241,1.1027101344461754,0.822759803325094,0.7815692761707984,Neutron,2
-0.2976931819609725,0.0008918321217347263,0.17608997145190852,0.1043631884087404,Electron,0
0.6953546298499258,0.9236865915571545,0.5122672241746694,-0.10636159253201147,Proton,1
0.117160396577397,0.9998025943287635,1.1061431554666288,0.1553358354377695,Neutron,2
-0.797151983127818,0.000853078623233425,0.4929441426335931,0.4149006287027901,Electron,0
0.42873341619433813,1.0915758331807828,0.434958402506363,0.65580860195226,Proton,1
0.44385794967657244,0.9243733219799921,0.8145690419786955,0.44425470822202445,Neutron,2
-0.9610315276241179,0.000805191822665448,0.7423782048559693,0.5621220437485354,Electron,0
1.0140608243233655,1.1469496618785389,0.24982433535099885,0.11627431199331201,Proton,1
0.35279815327056263,0.8725470931656144,-0.056881078510043384,0.8106619560764851,Neutron,2
-0.5309967660550828,0.0007739444862454002,0.29459114750875925,0.5854325667714896,Electron,0
0.5045392914014684,0.9174517923790985,0.7342730210346344,0.7454050877928479,Proton,1
-0.2636686626366072,0.9334996388076408,0.0191951139043535,0.25454871552956615,Neutron,2
-0.9884688883200609,0.000272724549976313,0.1990283812908123,0.29875686996192263,Electron,0
0.016760903309328112,1.3283099827963278,-0.2221494949165154,0.19142544923945143,Proton,1
0.40300819520012804,0.9852955921204429,0.0754909840664935,0.3593044696382991,Neutron,2
-0.9875528846640758,0.00041467555184450936,0.12953130136153246,0.4288716261322181,Electron,0
0.6417737521898881,1.0958495173929217,0.7244887386659292,0.5433884052162508,Proton,1
-1.192218191546326,1.1681141383916502,0.27344906154908166,0.9120782346567871,Neutron,2
-0.7990764302767734,0.0006473935849740231,0.8547888867789522,0.865986733361221,Electron,0
0.9171144660103219,1.152655230867093,0.20133165833449868,0.13458609540135716,Proton,1
0.23962929588775206,0.7196934127368939,1.1826280672209752,0.48912675041152526,Neutron,2
-1.210139249736683,0.0005274158501453809,0.24315461510133785,-0.12241375562667722,Electron,0
0.9134731243035442,1.2221278122160852,0.2062014825567537,0.4190934513591299,Proton,1
0.21813432200845426,1.3450121121065526,0.32105249998398705,0.16532719943555346,Neutron,2
-0.7788881289978942,0.00010629759371952845,0.604878739102038,0.124727995672772,Electron,0
0.9888372839665547,1.1678128155497522,0.05450286460681589,0.7051648775462487,Proton,1
0.17918857347096762,0.9055633985902751,0.48616090226561476,0.5302337274445919,Neutron,2
-1.1078179651409015,0.0007952994117693201,0.7270518845897147,0.7682337848846035,Electron,0
1.020685638366212,1.108312337520732,0.21579575551881075,1.2557182044564639,Proton,1
0.26621111882916876,0.996151687660393,0.8963247190873023,0.41003263405618845,Neutron,2
-0.8337652403173397,0.000437474614071954,0.5412019171309904,0.5092817353568018,Electron,0
1.1870137880513478,1.0715131529119735,0.6621131906572713,0.3179170009444469,Proton,1
-0.11249076531034025,0.9096281442668002,0.8793222809245498,0.768809758452405,Neutron,2
-0.8193600146733886,0.00027527813226261644,0.6007532731212368,0.5084648788838396,Electron,0
0.6392200781923911,0.5321856335556747,0.6594594236297504,0.6986880672186513,Proton,1
-0.4294250779998577,1.516261644560385,0.9406836859092602,0.8508743057764787,Neutron,2
-0.6302447364945747,0.0006056393263873218,0.7859876990535808,0.3529974242945971,Electron,0
0.9552648907297923,0.9931369615717828,0.5614884357706292,0.291401712715423,Proton,1
0.14924563577783106,1.382509815746312,0.46664782979775965,0.6186794541428383,Neutron,2
-0.7159511105423566,0.0006759086398538412,0.2566510275889825,0.4417440171039695,Electron,0
0.9602191629286259,0.8175405996202929,0.48273510486597765,0.43909647829100423,Proton,1
1.0992265844654483,0.8448385536643811,0.8800463800975018,0.37415852263298965,Neutron,2
-1.292104526979876,0.0006177330557826843,0.18706410107217172,0.6394468823424846,Electron,0
0.2384288259645142,0.8935241309956838,0.5968056402617539,0.14146180501824138,Proton,1
-0.15311924375706448,0.9997574543888248,-0.284238737595643,0.5662009684384814,Neutron,2
-0.5722119850729399,0.0001427481916518149,0.038089631672484504,0.4003410922868706,Electron,0
0.630785559023932,0.8185686702788147,-0.09746560798342475,0.282041471193228,Proton,1
0.36069103244846823,1.032362491250269,0.39890881972257064,1.0849791049934097,Neutron,2
-1.2193838240521562,0.00022033928575522748,0.7404511395562074,0.8511621766717768,Electron,0
0.6978565583915103,0.7809001025528597,0.150790443092587,0.8262816564232158,Proton,1
-0.07805039566318162,1.2467095275146804,0.44083250193507567,0.4689735856629013,Neutron,2
-0.9858941195747927,0.0004052511003939727,0.8269692999260685,0.5565070706745064,Electron,0
1.0321687196944698,0.997302680957472,1.1207246150273296,0.9564513612644069,Proton,1
-0.24215459383160098,1.4287006741984816,0.21962581373805076,0.37783747764799813,Neutron,2
-1.6923189881614724,0.000283673537838092,0.1973416178580095,0.44357035120053445,Electron,0
0.5866150865307184,0.8697294840857864,1.056118185696878,0.47284854957684563,Proton,1
0.08181224962730456,1.3429082195440116,-0.22055113897883075,0.5704534365022241,Neutron,2
-1.2126070321725573,0.0006574613280304324,0.4191024738347976,0.4134341967457276,Electron,0
0.9276807156086292,1.0977275846833585,0.9770545370853245,0.5569127861222073,Proton,1
0.317441355204378,1.2527469260984587,0.7948877975619817,0.9114762033551409,Neutron,2
-0.6296082804428419,0.00021292963191587894,0.7501670170670366,0.6401135075061044,Electron,0
0.6457231630146799,1.0672612966052766,1.2836959982592209,0.5644676007143239,Proton,1
